EmployeeID,FirstName,Gender,Department,JobRole,Location,HireDate,TerminationDate,Salary,PerformanceRating,Overtime,JobSatisfaction
1300,Employee_300,Female,HR,HR Manager,London,2015-08-31,,163645,2,Yes,2
1301,Employee_301,Male,IT,System Admin,Berlin,2023-07-16,,101472,4,Yes,5
1302,Employee_302,Female,Marketing,Content Strategist,Toronto,2020-01-26,2021-08-09,102802,5,No,3
1303,Employee_303,Male,Finance,Accountant,Berlin,2024-09-29,,146039,1,No,3
1304,Employee_304,Male,Sales,Sales Rep,Toronto,2019-10-26,,114843,3,No,3
1305,Employee_305,Female,HR,HR Manager,Sydney,2023-11-03,2024-11-15,56021,1,No,1
1306,Employee_306,Female,Sales,Sales Executive,Toronto,2015-01-03,,106072,2,Yes,3
1307,Employee_307,Female,IT,Data Analyst,New York,2017-10-22,2020-02-26,56787,4,No,2
1308,Employee_308,Male,Finance,Financial Analyst,New York,2017-05-24,,67393,5,Yes,5
1309,Employee_309,Male,Marketing,Content Strategist,New York,2022-10-20,2024-08-23,179519,4,Yes,4
1310,Employee_310,Male,Sales,Sales Executive,Toronto,2023-03-13,,63526,3,No,3
1311,Employee_311,Male,IT,Data Analyst,London,2015-10-08,,51110,5,Yes,4
1312,Employee_312,Female,HR,HR Manager,London,2021-11-28,,162717,2,Yes,1
1313,Employee_313,Female,IT,Software Engineer,Sydney,2018-12-10,,91222,2,Yes,3
1314,Employee_314,Female,Marketing,Marketing Manager,London,2023-09-26,,53515,3,Yes,5
1315,Employee_315,Female,Operations,Operations Lead,Toronto,2022-03-31,,114865,4,Yes,2
1316,Employee_316,Male,Finance,Financial Analyst,Sydney,2019-01-19,,67299,4,No,3
1317,Employee_317,Male,Operations,Operations Lead,Toronto,2015-03-10,,51807,3,Yes,1
1318,Employee_318,Female,Sales,Account Manager,Sydney,2022-01-18,,150546,4,No,4
1319,Employee_319,Male,Sales,Sales Rep,Sydney,2018-02-10,2019-06-28,117017,2,Yes,5
1320,Employee_320,Male,HR,HR Executive,Sydney,2018-06-24,,145677,2,Yes,2
1321,Employee_321,Female,Sales,Account Manager,New York,2021-11-12,,90539,2,Yes,1
1322,Employee_322,Male,Marketing,Marketing Manager,New York,2020-07-26,,118551,5,No,2
1323,Employee_323,Male,HR,HR Manager,Berlin,2023-08-26,,93910,4,No,5
1324,Employee_324,Male,Sales,Account Manager,Sydney,2020-07-25,,97202,1,No,5
1325,Employee_325,Female,IT,Data Analyst,London,2023-09-03,,79937,5,Yes,1
1326,Employee_326,Female,Sales,Sales Executive,New York,2019-01-30,,69671,2,Yes,5
1327,Employee_327,Female,Marketing,Content Strategist,London,2017-10-13,,144409,3,No,1
1328,Employee_328,Male,Operations,Logistics Coordinator,New York,2017-01-04,2023-04-15,178635,1,No,1
1329,Employee_329,Female,Finance,Accountant,Berlin,2015-12-20,,51044,3,Yes,3
1330,Employee_330,Male,Operations,Logistics Coordinator,Sydney,2020-03-15,,177383,4,Yes,5
1331,Employee_331,Female,IT,Software Engineer,New York,2015-04-08,2019-08-23,133354,1,No,1
1332,Employee_332,Male,Marketing,Content Strategist,Berlin,2017-04-20,,81217,4,No,1
1333,Employee_333,Male,IT,System Admin,Berlin,2015-06-29,,167609,5,No,3
1334,Employee_334,Male,Finance,Financial Analyst,Sydney,2020-09-01,,59808,5,Yes,4
1335,Employee_335,Female,Marketing,Marketing Manager,London,2017-12-05,,171378,4,No,3
1336,Employee_336,Male,Finance,Accountant,London,2017-04-10,2018-12-27,70369,1,Yes,4
1337,Employee_337,Male,Finance,Accountant,Toronto,2021-01-04,,150969,2,No,3
1338,Employee_338,Male,Finance,Accountant,New York,2016-10-07,,89874,5,Yes,2
1339,Employee_339,Male,HR,HR Manager,New York,2018-12-28,,56416,3,No,2
1340,Employee_340,Male,Sales,Account Manager,Toronto,2016-01-23,,155368,2,Yes,1
1341,Employee_341,Male,Sales,Sales Executive,London,2024-03-27,,139952,1,No,1
1342,Employee_342,Female,Sales,Sales Executive,London,2024-01-28,,66059,1,No,1
1343,Employee_343,Female,IT,System Admin,Toronto,2020-07-25,,72650,3,Yes,2
1344,Employee_344,Male,HR,HR Executive,Toronto,2015-05-22,,130868,2,No,4
1345,Employee_345,Male,Finance,Accountant,New York,2018-02-19,,104949,2,Yes,5
1346,Employee_346,Female,Sales,Account Manager,Berlin,2021-02-08,,95093,5,No,4
1347,Employee_347,Female,HR,HR Manager,New York,2021-09-11,,57679,4,No,5
1348,Employee_348,Male,IT,Software Engineer,New York,2022-05-14,,156992,1,Yes,5
1349,Employee_349,Male,Finance,Accountant,London,2017-08-26,,155671,3,Yes,3
1350,Employee_350,Male,Operations,Operations Lead,Sydney,2024-05-20,,165556,4,No,2
1351,Employee_351,Male,Finance,Financial Analyst,New York,2017-08-10,,52612,5,No,1
1352,Employee_352,Female,HR,HR Manager,London,2023-01-15,,57806,1,Yes,5
1353,Employee_353,Female,Marketing,Marketing Manager,New York,2015-10-25,,173459,4,Yes,3
1354,Employee_354,Male,HR,HR Executive,London,2023-03-19,,153788,4,No,2
1355,Employee_355,Male,Marketing,Content Strategist,London,2019-03-30,2023-01-14,66691,2,Yes,5
1356,Employee_356,Female,Finance,Financial Analyst,London,2024-01-26,,78953,5,Yes,4
1357,Employee_357,Male,IT,Data Analyst,New York,2018-11-21,,72005,1,No,4
1358,Employee_358,Male,Sales,Account Manager,London,2022-10-10,,153156,1,Yes,1
1359,Employee_359,Male,Finance,Accountant,Toronto,2024-12-02,,165575,4,No,5
1360,Employee_360,Male,Finance,Financial Analyst,Toronto,2016-10-28,,154752,1,No,1
1361,Employee_361,Male,HR,HR Executive,New York,2018-11-01,2023-07-15,71090,1,Yes,3
1362,Employee_362,Female,Operations,Logistics Coordinator,New York,2022-05-01,,70591,1,Yes,3
1363,Employee_363,Female,IT,Software Engineer,Toronto,2022-05-29,,62571,1,No,5
1364,Employee_364,Male,Operations,Logistics Coordinator,London,2019-01-17,2020-07-08,88607,5,No,2
1365,Employee_365,Male,Sales,Sales Executive,London,2022-02-27,2023-07-27,112071,1,No,4
1366,Employee_366,Male,Finance,Accountant,Berlin,2022-03-14,,74232,3,No,3
1367,Employee_367,Female,IT,Data Analyst,New York,2019-12-07,,79654,3,Yes,2
1368,Employee_368,Female,Marketing,Marketing Manager,New York,2024-01-24,,177232,5,Yes,5
1369,Employee_369,Female,Sales,Account Manager,Sydney,2021-01-02,,172730,4,Yes,4
1370,Employee_370,Male,HR,HR Manager,Toronto,2020-08-18,,117740,5,Yes,1
1371,Employee_371,Male,Finance,Financial Analyst,London,2024-01-25,,105492,1,No,2
1372,Employee_372,Female,Marketing,Marketing Manager,Sydney,2018-08-02,,169822,1,Yes,4
1373,Employee_373,Female,Operations,Logistics Coordinator,Sydney,2024-08-09,,170214,1,No,1
1374,Employee_374,Male,Finance,Financial Analyst,London,2016-03-08,,63237,3,No,4
1375,Employee_375,Female,HR,HR Executive,Toronto,2015-06-03,2020-06-06,68855,5,No,1
1376,Employee_376,Male,Finance,Accountant,London,2023-05-13,,85203,3,Yes,3
1377,Employee_377,Female,HR,HR Executive,Berlin,2024-08-16,,62873,2,Yes,3
1378,Employee_378,Female,Marketing,Content Strategist,Berlin,2023-03-05,,134614,1,Yes,4
1379,Employee_379,Female,IT,Data Analyst,Toronto,2024-03-16,,58600,3,No,2
1380,Employee_380,Male,Operations,Operations Lead,London,2024-10-24,,159704,1,Yes,1
1381,Employee_381,Male,Finance,Financial Analyst,Berlin,2018-01-27,,110846,5,No,1
1382,Employee_382,Female,Marketing,Marketing Manager,London,2020-06-25,,73276,4,No,3
1383,Employee_383,Female,IT,Data Analyst,New York,2015-04-23,,71352,5,Yes,2
1384,Employee_384,Female,Marketing,Marketing Manager,London,2022-04-22,,52628,1,No,2
1385,Employee_385,Male,Marketing,Marketing Manager,Sydney,2017-07-05,2021-06-05,143420,3,No,4
1386,Employee_386,Male,HR,HR Executive,Berlin,2020-03-26,,158044,5,No,5
1387,Employee_387,Female,Sales,Sales Executive,Sydney,2021-04-18,,129829,3,No,1
1388,Employee_388,Female,Finance,Financial Analyst,Berlin,2022-03-08,,84229,3,Yes,2
1389,Employee_389,Female,Operations,Operations Lead,New York,2022-05-29,2024-06-20,144540,1,No,3
1390,Employee_390,Female,HR,HR Executive,Toronto,2023-04-06,,94979,2,No,3
1391,Employee_391,Male,Operations,Logistics Coordinator,London,2018-04-18,2020-03-22,147113,3,Yes,3
1392,Employee_392,Female,Marketing,Marketing Manager,London,2017-07-03,,90250,4,No,3
1393,Employee_393,Male,HR,HR Executive,Toronto,2020-04-11,2021-07-26,111894,2,Yes,4
1394,Employee_394,Male,Operations,Logistics Coordinator,Toronto,2024-10-06,,68004,2,No,4
1395,Employee_395,Female,Operations,Logistics Coordinator,London,2024-09-02,,152097,1,No,3
1396,Employee_396,Male,Marketing,Marketing Manager,Berlin,2015-01-20,,77444,2,Yes,4
1397,Employee_397,Female,Sales,Sales Executive,Sydney,2022-02-07,,106233,4,No,1
1398,Employee_398,Female,Sales,Sales Rep,London,2015-02-27,,149201,5,Yes,1
1399,Employee_399,Male,Marketing,Marketing Manager,London,2022-10-11,,90906,2,Yes,4
1400,Employee_400,Male,Operations,Logistics Coordinator,London,2024-03-28,,109759,5,No,4
1401,Employee_401,Female,Marketing,Marketing Manager,Berlin,2019-01-11,,71611,4,Yes,2
1402,Employee_402,Male,IT,System Admin,London,2023-03-26,,72149,1,No,1
1403,Employee_403,Male,Finance,Accountant,Sydney,2021-08-29,,136765,1,Yes,1
1404,Employee_404,Female,Marketing,Marketing Manager,Toronto,2019-04-07,2022-08-04,112180,2,Yes,1
1405,Employee_405,Female,HR,HR Executive,New York,2021-12-25,,67978,4,Yes,5
1406,Employee_406,Male,Marketing,Marketing Manager,Berlin,2023-10-20,,129823,2,No,5
1407,Employee_407,Female,IT,Data Analyst,Toronto,2016-10-18,2022-11-09,169322,2,No,3
1408,Employee_408,Male,IT,Software Engineer,New York,2016-03-28,,137690,4,Yes,1
1409,Employee_409,Female,Operations,Operations Lead,New York,2022-03-24,,84619,4,Yes,1
1410,Employee_410,Female,IT,Software Engineer,Berlin,2023-12-28,,105836,1,Yes,1
1411,Employee_411,Female,Sales,Sales Executive,London,2019-01-04,,175185,5,No,1
1412,Employee_412,Male,HR,HR Executive,London,2019-06-30,,109839,3,No,4
1413,Employee_413,Male,Finance,Financial Analyst,New York,2022-10-22,,178656,2,Yes,4
1414,Employee_414,Female,Operations,Logistics Coordinator,Sydney,2017-01-12,,152126,3,Yes,2
1415,Employee_415,Female,Finance,Accountant,New York,2019-12-11,2023-05-15,135848,3,Yes,5
1416,Employee_416,Male,Marketing,Marketing Manager,Berlin,2019-11-08,,82581,4,No,4
1417,Employee_417,Male,IT,System Admin,Sydney,2015-02-17,,70568,5,No,4
1418,Employee_418,Female,IT,Software Engineer,Toronto,2017-09-13,2021-04-24,56599,5,Yes,5
1419,Employee_419,Male,Marketing,Content Strategist,Toronto,2015-11-19,,155022,5,No,1
1420,Employee_420,Male,Finance,Accountant,Berlin,2020-07-30,,52329,1,No,4
1421,Employee_421,Male,Sales,Sales Rep,Sydney,2024-04-05,,166668,5,Yes,4
1422,Employee_422,Male,HR,HR Executive,New York,2024-06-20,,123420,5,No,3
1423,Employee_423,Male,Marketing,Content Strategist,New York,2023-07-08,,50287,3,No,3
1424,Employee_424,Male,Operations,Logistics Coordinator,New York,2016-11-03,,157720,4,Yes,3
1425,Employee_425,Male,Operations,Operations Lead,London,2024-07-22,,109905,2,No,1
1426,Employee_426,Male,Finance,Financial Analyst,Sydney,2023-08-29,,109950,5,Yes,4
1427,Employee_427,Female,Sales,Sales Rep,New York,2024-05-28,,171159,5,Yes,5
1428,Employee_428,Male,IT,System Admin,London,2019-05-06,,129450,3,No,4
1429,Employee_429,Female,Operations,Operations Lead,Berlin,2018-11-05,,109355,2,Yes,4
1430,Employee_430,Female,Operations,Logistics Coordinator,Sydney,2022-12-25,,122559,2,Yes,2
1431,Employee_431,Male,Operations,Logistics Coordinator,Berlin,2022-12-19,,175609,2,No,1
1432,Employee_432,Female,HR,HR Executive,Sydney,2022-07-24,,160282,5,No,4
1433,Employee_433,Male,Sales,Sales Rep,New York,2019-04-10,2020-05-25,76201,3,Yes,3
1434,Employee_434,Male,Marketing,Content Strategist,London,2022-09-29,,76738,5,Yes,3
1435,Employee_435,Male,Finance,Financial Analyst,Sydney,2023-04-29,,100972,2,No,1
1436,Employee_436,Female,Finance,Accountant,Toronto,2021-03-11,2024-07-02,76619,5,No,2
1437,Employee_437,Male,Marketing,Content Strategist,Sydney,2023-09-15,,75362,3,No,2
1438,Employee_438,Male,Marketing,Marketing Manager,London,2023-03-30,,99440,1,No,3
1439,Employee_439,Male,Operations,Logistics Coordinator,London,2021-07-20,,50739,3,No,2
1440,Employee_440,Male,Sales,Sales Executive,Berlin,2023-09-04,,130689,3,No,5
1441,Employee_441,Female,Operations,Logistics Coordinator,New York,2020-11-22,2023-06-13,118236,1,Yes,4
1442,Employee_442,Female,Operations,Logistics Coordinator,New York,2017-06-25,,136944,3,No,3
1443,Employee_443,Female,HR,HR Manager,Sydney,2021-04-18,,178599,1,Yes,3
1444,Employee_444,Male,Finance,Financial Analyst,Sydney,2015-06-13,,92065,4,Yes,4
1445,Employee_445,Female,HR,HR Executive,New York,2020-10-07,,108400,4,Yes,3
1446,Employee_446,Male,Marketing,Marketing Manager,Berlin,2016-01-29,2022-08-08,119888,1,Yes,2
1447,Employee_447,Male,Marketing,Marketing Manager,Toronto,2017-04-22,,142109,4,Yes,2
1448,Employee_448,Male,Sales,Account Manager,Berlin,2015-12-25,2018-06-21,154099,3,Yes,5
1449,Employee_449,Female,IT,Data Analyst,Toronto,2020-01-22,,106757,3,Yes,4
1450,Employee_450,Male,Marketing,Marketing Manager,Sydney,2022-03-12,,58288,5,Yes,1
1451,Employee_451,Female,HR,HR Manager,Berlin,2021-10-20,,99992,4,Yes,4
1452,Employee_452,Male,IT,System Admin,London,2023-05-17,,154527,5,No,2
1453,Employee_453,Male,HR,HR Executive,New York,2016-05-19,2021-04-17,120405,5,Yes,3
1454,Employee_454,Male,IT,System Admin,Berlin,2019-08-18,,161602,5,Yes,2
1455,Employee_455,Female,IT,Software Engineer,Sydney,2017-03-06,2018-04-12,161593,5,No,5
1456,Employee_456,Female,Sales,Account Manager,New York,2016-02-07,2022-01-21,174720,3,No,2
1457,Employee_457,Female,Marketing,Marketing Manager,New York,2021-12-12,2024-08-10,91652,4,No,3
1458,Employee_458,Male,Operations,Logistics Coordinator,Sydney,2021-05-05,,155866,3,No,2
1459,Employee_459,Male,Sales,Account Manager,London,2022-12-27,,107163,3,No,2
1460,Employee_460,Female,Marketing,Content Strategist,Toronto,2019-12-30,,90038,4,Yes,2
1461,Employee_461,Male,Marketing,Marketing Manager,Berlin,2024-12-29,,84502,1,Yes,1
1462,Employee_462,Female,Operations,Operations Lead,Sydney,2023-08-17,,168791,1,No,5
1463,Employee_463,Female,Operations,Logistics Coordinator,London,2019-05-27,2023-02-26,67548,4,Yes,4
1464,Employee_464,Male,HR,HR Manager,London,2023-06-29,,108487,2,Yes,5
1465,Employee_465,Female,Operations,Operations Lead,Toronto,2015-06-15,2021-05-31,80375,1,No,3
1466,Employee_466,Female,IT,Software Engineer,London,2019-05-09,,109591,1,Yes,3
1467,Employee_467,Female,Sales,Sales Rep,Sydney,2024-05-12,,125842,5,Yes,4
1468,Employee_468,Male,Marketing,Content Strategist,Berlin,2020-10-17,2023-10-14,117681,4,No,3
1469,Employee_469,Male,Finance,Accountant,Sydney,2020-08-17,,107658,2,Yes,1
1470,Employee_470,Male,Operations,Logistics Coordinator,London,2017-02-04,2018-11-30,136652,2,No,3
1471,Employee_471,Female,Marketing,Marketing Manager,Toronto,2020-05-16,2022-09-03,134837,4,Yes,2
1472,Employee_472,Male,Sales,Sales Executive,Sydney,2016-07-05,,55136,5,Yes,1
1473,Employee_473,Female,IT,Data Analyst,London,2021-09-20,,133574,1,No,1
1474,Employee_474,Female,IT,Data Analyst,Sydney,2024-09-22,,78752,4,Yes,5
1475,Employee_475,Female,IT,System Admin,Sydney,2016-11-17,,94914,4,Yes,2
1476,Employee_476,Male,Finance,Accountant,London,2015-03-09,2021-05-01,139701,4,Yes,5
1477,Employee_477,Male,Sales,Sales Executive,Toronto,2024-11-04,,115972,1,Yes,4
1478,Employee_478,Male,Marketing,Marketing Manager,Sydney,2023-09-09,,106557,5,No,3
1479,Employee_479,Female,Sales,Sales Rep,Sydney,2017-07-28,,113192,4,No,5
1480,Employee_480,Male,Marketing,Marketing Manager,Toronto,2017-11-08,,80475,1,No,5
1481,Employee_481,Male,Operations,Logistics Coordinator,Berlin,2015-01-23,,153471,1,Yes,5
1482,Employee_482,Female,Sales,Account Manager,London,2019-08-02,,70287,4,No,3
1483,Employee_483,Female,Operations,Logistics Coordinator,Sydney,2021-11-11,,148955,2,No,5
1484,Employee_484,Female,Operations,Logistics Coordinator,London,2021-04-09,,83263,3,No,4
1485,Employee_485,Male,Marketing,Marketing Manager,New York,2020-01-04,,174419,2,Yes,2
1486,Employee_486,Male,Operations,Logistics Coordinator,Berlin,2016-10-20,,133345,1,Yes,2
1487,Employee_487,Male,Finance,Accountant,New York,2017-12-13,2019-05-04,129826,1,No,4
1488,Employee_488,Male,Operations,Logistics Coordinator,Sydney,2023-09-04,,133924,4,No,1
1489,Employee_489,Female,IT,System Admin,Sydney,2017-03-08,2023-05-27,117608,2,Yes,1
1490,Employee_490,Male,HR,HR Manager,New York,2015-12-22,,152193,4,No,4
1491,Employee_491,Male,Finance,Financial Analyst,Sydney,2023-04-07,,170478,1,No,5
1492,Employee_492,Female,Operations,Logistics Coordinator,Berlin,2017-07-15,,75496,4,No,5
1493,Employee_493,Female,Sales,Account Manager,London,2020-09-04,2021-12-24,115951,3,No,1
1494,Employee_494,Female,Operations,Logistics Coordinator,Sydney,2022-10-14,,99424,5,No,2
1495,Employee_495,Male,HR,HR Executive,Toronto,2020-05-28,2021-08-27,100157,2,Yes,3
1496,Employee_496,Male,Finance,Accountant,Sydney,2022-11-10,,82539,3,Yes,4
1497,Employee_497,Male,Marketing,Content Strategist,New York,2020-05-05,2023-04-15,167219,5,No,2
1498,Employee_498,Male,Marketing,Marketing Manager,Toronto,2017-08-19,,164392,3,Yes,2
1499,Employee_499,Female,IT,Software Engineer,Sydney,2016-09-30,,65712,1,No,5
1500,Employee_500,Female,Sales,Sales Rep,New York,2019-03-01,,114532,5,No,4
